Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Samrat Prithviraj Chauhan,Harsukh Bhatt,"Jairaj, Anita Guha, Prem Adib, Ulhas, Sapru, B. M. Vyas, Leela Mishra",Historical Epic,1959,Music: Vasant Desai Lyrics: Bharat Vyas,,
Santan,Jyoti Swaroop,"Rajendra Kumar, Kamini Kadam, Nazir Hussain, David, Leela Mishra, Manorama",Family Social,1959,Music: Dattaram Lyrics: Hasrat Jaipuri,,
Sati Vaishalini,Sadhu Singh,"Trilok Kapoor, Krishna Kumari, Tiwari, Lalita Pawar, Kamal Kapoor, Sulochana",Devotional,1959,Music: Premnath Lyrics: Bharat Vyas,,
Satta Bazaar,Ravindra Dave,"Balraj Sahni, Meena Kumari, Suresh, Vijaya Choudhary, Johnny Walker, Tiwari, Asit Sen",Family Social,1959,"Music: Kalyanji Anandji Lyrics: Shailendra, Hasrat Jaipuri, Indeevar, Gulshan Bawra",,
Sawan,R. Riwari,"Bharat Bhushan, Ameeta, Achala Sachdev, Jeevan, Tiwari, Helen",Romance Musical,1959,Music: Hansraj Behl Lyrics: Prem Dhawan,,
Sazish,Surya Kumar,"Ranjan, Nalini Chonkar, B. M. Vyas, Randhir",Action Social,1959,Music: S. D. Batish Lyrics: Qamar Jalalabadi,,
School Master,B. R. Panthulu,"Karan Dewan, Shakila, B. Saroja Devi, Kamini Kadam, Jawahar Kaul, B. R. Panthalu",Social Family,1959,Music: Vasant Desai Lyrics: Pradeep,,
Shararat,H. S. Rawail,"Kishore Kumar, Raaj Kumar, Meena Kumari, Kumkum, Rajendra Nath, Sunder, Nazir Kashmiri",Comedy,1959,"Music: Shankar Jaikishan Lyrics: Shailendra, Hasrat Jaipuri",,
Sujata,Bimal Roy,"Nutan, Sunil Dutt, Shashikala, Sulochana, Lalita Pawar, Tarun Bose, Baby Farida",Social Family,1959,Music: S. D. Burman Lyrics: Majrooh Sultanpuri,,
Swarg Se Sundar Desh Hamara,Pravin Kumar,"Raaj Kumar, Sarita, Kanhaiyalal",Social,1959,Music: S. Banerjee,,
Tikdambaaz,Shriram Bohra,"Nigar Sultana, Mahipal, Tiwari, Rajan Kapoor, Lillian",,1959,Music: B. N. Bali Lyrics: Madan Mohan,,
Tipu Sultan,Jagdish Gautam,"Jairaj, Anita Guha, Suresh, Krishna Kumari, Roopmala, Nazir Kashmiri",Historical,1959,Music: S. D. Batish Lyrics: Qamar Jalalabadi,,
Ujala,Naresh Saigal,"Shammi Kapoor, Mala Sinha, Raaj Kumar, Kumkum, Leela Chitnis, Dhumal",Social Romance,1959,"Music: Shankar Jaikishan Lyrics: Shailendra, Hasrat Jaipuri",,
Zara Bachke,N. A. Ansari,"Suresh, Nanda, Johnny Walker, Murad, Sapru, Anwar Hussain, Tun Tun, Helen, Tony Walker, Nilofar",Action Drama,1959,"Music: Nashad (Shaukat Dehlvi Nashad) Lyrics: Asad Bhopali, Raja Mehdi Ali Khan, Khumar Barabankvi",,
Mughal-e-Azam,,"Madhubala, Dilip Kumar",,1960,,,
Barsaat Ki Raat,,"Madhubala, Bharat Bhushan",,1960,,,
Kohinoor,,"Dilip Kumar, Meena Kumari",,1960,,,
Chaudhvin Ka Chand,,"Guru Dutt, Waheeda Rehman",,1960,,,
Jis Desh Mein Ganga Behti Hai,,"Raj Kapoor, Padmini",,1960,,,
Dil Apna Aur Preet Parayi,,"Raaj Kumar, Meena Kumari",,1960,,,
Love in Simla,,"Joy Mukherjee, Sadhana",,1960,,,
Ghunghat,,"Bharat Bhushan, Pradeep Kumar, Asha Parekh, Bina Rai",,1960,,,
Kanoon,,"Ashok Kumar, Rajendra Kumar, Nanda",,1960,,,
Kala Bazar,,"Dev Anand, Waheeda Rehman",,1960,,,
36 Chaugali Lane,,,,1960,,,
Aai Phirse Bahar,A. Bhimsingh,"Sivaji Ganesan, Padmini, Ragini, Raja Sulochana",Family Drama,1960,Music by Vedpal Sharma. Dubbed in Hindi from Tamil,,
Aanchal,Vasant Joglekar,"Ashok Kumar, Nanda, Lalita Pawar, Nirupa Roy",Family Drama,1960,Nanda won the Filmfare Best Supporting Actress Award. Music: C. Ramchandra Lyrics: Vasant Joglekar.,,
Abdulla,Aakkoo,"Shakila, Mahipal, Hiralal, Ajit, Helen",Fantasy Adventure,1960,Music: Bulo C. Rani Lyrics: Shewan Rizvi,,
Alam Ara Ki Beti,Nanubhai Vakil,"Daljeet, Naina, Shashikala, Tun Tun",Fantasy,1960,"Music by Vipin Datta, lyrics by Noor Devasi, Anwar Farukhabadi",,
Airmail,B. J. Patel,"Ranjan, Malini, Mirajkar",Action,1960,Music: S. Kwatra Lyrics: Anand Bakshi,,
Amar Prem,Ramanna,"Shivaji Ganesan, Savitri, B.M. Vyas",Drama,1960,"Music: Sanmukh Babu. Lyrics: Vinod Sharma, Kavi Pradeep. Dubbed in Hindi from Tamil",,
Angulimal,Vijay Bhatt,"Nimmi, Bharat Bhushan, Anita Guha, Prem Adib, Ulhas, Achala Sachdev, Manmohan Krishna, Helen",Adventure Drama,1960,"Music: Anil Biswas, Lyrics: Bharat Vyas",,
Anuradha,Hrishikesh Mukherjee,"Balraj Sahni, Leela Naidu, Abhi Bhattacharya, Ranu, Nazir Hussain, Mukri, Asit Sen, Bhudo Advani, Rashid Khan",Family Social,1960,"Entered in the 11th Berlin International Film Festival, Music: Ravi Shankar Lyrics:Shailendra",,
Apna Ghar,Ram Pahwa,"Premnath, Shyama, Nanda, Moti Sagar, Leela Mishra, Kammo, Krishan Dhawan",Family Social,1960,"Music: Ravi, lyrics: Prem Dhawan",,
Apna Haath Jagannath,Mohan Sehgal,"Kishore Kumar, Sayeeda, Nazir Hussain, Sabita Chatterjee, Leela Chitnis",Comedy Romance,1960,"Music: S. D. Burman Lyrics: Kaifi Azmi, story-Rajinder Singh Bedi",,
Babar,Hemen Gupta,"Shubha Khote, Sulochana Choudhury, Gajanan Jagirdar, Azra",Historical,1960,Music by Roshan. Lyrics by Sahir Ludhianvi,,
Bade Ghar Ki Bahu,Kundan Kumar,"Abhi Bhattacharya, Geeta Bali, Kuldeep Kaur, Sunder",Family Drama,1960,Music: Chitragupta. Lyrics: Tanvir Naqvi,,
Bahaana,Kumar,"Meena Kumari, Sajjan, Anwar Hussain, Krishna Kumari, Kumar, Pramila, Azurie, Sheela Vaz",Social,1960,Music: Madan Mohan Lyrics: Rajendra Krishan,,
Bahadur Lutera,Kay Cee Kay,"Ram Mohan, Manju, Kamal Mehra, Radhika",Action Adventure,1960,Music: B. N. Bali,,
Banjarin,Jaswant Zaveri,"Kanchan Kamini, Manhar Desai, Lalita Kumari",Drama Action,1960,Music: Pardeshi Lyrics: Pt. Madhur,,
Baraat,K. Amarnath,"Ajit, Shakila, Salim Khan, Mukri","Romance, Drama",1960,Music: Chitragupta. Lyrics: Majrooh Sultanpuri,,
Barood,Aspi Irani,"Sheikh Mukhtar, Kumkum, Sudhir, Honey Irani, Mukri, Veena, Tun Tun.",Social Drama,1960,Music by Khayyam. Lyrics by Hasrat Jaipuri,,
Barsaat Ki Raat,P. L. Santoshi,"Bharat Bhushan, Madhubala, Shyama, Chandrashekhar, K.N. Singh",Musical Romance,1960,Music by Roshan. Lyrics by Sahir Ludhianvi,,
Basant (1960 film),Bibhuti Mitra,"Pran, Nutan, Shammi Kapoor, Minoo Mumtaz, Kammo, Murad, Johnny Walker, Cuckoo",Romance Drama,1960,Music by O. P. Nayyar. Lyrics by Qamar Jalalabadi,,
Bewaqoof,I. S. Johar,"Pran, I. S. Johar, Mala Sinha, Kishore Kumar, Helen",Comedy Romance,1960,Music by S. D. Burman. Lyrics by Majrooh Sultanpuri,,
Bhakta Raj,V. M. Vyas,"Sulochana, Shahu Modak, Trilok Kapoor, Lalita Pawar, Dara Singh",Devotional,1960,Music by Avinash Vyas. Lyrics by Bharat Vyas,,
Bhakti Mahima,K. Shankar,"A. Nageswara Rao, B. Saroja Devi, Jamuna, Gopi Krishna",Devotional,1960,Dubbed in Hindi. Music by Dilip Roy. Lyrics By Saraswati Kumar Deepak,,
Bindya,Krishnan-Panju,"Padmini, Balraj Sahni, Vijaya Choudhary, Minu Mumtaz, Lalita Pawar, Rajendra Nath, Om Prakash,",Family Drama,1960,"Music by Iqbal Qureshi, Lyrics by Rajendra Krishan",,
Black Rider,Mehmood,"Kamran, Krishna Kumari, Nazma, Habib",Action,1960,Music by Harbans Lal. Lyrics by Naqsh Lyallpuri,,
Black Tiger,Akkoo,"Nadira, Azad, Habib, Nazma",Action,1960,"Music: Bulo C. Rani Lyrics: Tabish Kanpuri, Saba Afghani",,
Bombai Ka Babu,Raj Khosla,"Dev Anand, Suchitra Sen, Nazir Hussain, Achala Sachdev, Manohar Deepak",Crime Drama,1960,"Music by S. D. Burman, Lyrics by Majrooh Sultanpuri",,
Bombay Central,R. K. Balam,"Samar Roy, Krishna Kumari",Action,1960,"Music by Shyam Babu Pathak, Lyrics by R. K. Balam",,
Captain India,C. Kent,"Kamran, Mehmood, Krishna Kumari",Action,1960,Music: Hemant Kedar Lyrics: Rajaram Saki,,
Chand Mere Aja,Ram Daryani,"Nanda, Bharat Bhushan, Lalita Pawar, Maruti",Drama Social,1960,Music by Chitragupta. Lyrics by Prem Dhawan,,
Chandramukhi,K. Thakur,"Manhar Desai, Kavita, B.M Vyas, Maruti",Romance Costume Drama,1960,Music by S. N. Tripathi. Lyrics by Bharat Vyas,,
Chaudhvin Ka Chand,M. Sadiq,"Guru Dutt, Rehman, Waheeda Rehman, Johnny Walker",Romance Social Drama,1960,Entered in the 2nd Moscow International Film Festival. Music: Ravi Lyrics: Shakeel Badayuni,,
Chhabili,Shobhna Samarth,"Nutan, Tanuja, Kaysi Mehra, Helen, K. N. Singh",Social Drama,1960,"Music by Snehal Bhatkar, lyrics by S Ratan. Nutan sang ""ae mere humsafar""",,
Chhalia,Manmohan Desai,"Raj Kapoor, Nutan, Pran, Rehman, Shobhna Samarth",Social Romance,1960,"Music: Kalyanji Anandji, assisted by Lakshmikant-Pyarelal. Lyrics by Qamar Jalalabadi",,
College Girl,T. Prakash Rao,"Shammi Kapoor, Vyjayanthimala, Om Prakash, Tabassum, Nana Palsikar, Achala Sachdev",Romance Drama,1960,Music: Shankar Jaikishan Lyrics: Rajendra Krishan,,
Delhi Junction,Mohammed Hussain,"Ajit, Shakila, Nishi, Pran, Cuckoo",Action Adventure,1960,Music by Kalyanji Anandji. Lyrics by Gulshan Bawra,,
Dil Apna Aur Preet Parai,Kishore Sahu,"Raaj Kumar, Meena Kumari, Nadira, Tun Tun, Helen, Om Prakash",Romantic Drama,1960,"Music by Shankar-Jaikishen, lyrics by Shailendra. Famous song: Ajeeb Dastan Hai Yeh",,
Dil Bhi Tera Hum Bhi Tere,Arjun Hingorani,"Dharmendra, Arjun Hingorani, Balraj Sahni, Kumkum",Drama Social,1960,"Music by Kalyanji Anandji, lyrics by Shamim Jaipuri, K L Pardesi. Debut movie of Dharmendra",,
Do Aadmi,Dwarka Khosla,"Jairaj, Shashikala, Jeevankala",Social Drama,1960,"Music by S. N. Tripathi, lyrics by Prem Dhawan",,
Do Dost,K. Anand,"Kamran, Chitra, Mehmood, Helen",Social Action,1960,"Music by S. Mohinder, lyrics by Bharat Vyas",,
Dr. Shaitan,Shriram Bohra,"Premnath, Shakila, Sheikh Mukhtar, Tiwari",Thriller Action,1960,Music by N. Datta. Lyrics by Jan Nisar Akhtar,,
Duniya Jhukti Hai,JBH Wadia,"Sunil Dutt, Shyama, Kumkum, Daisy Irani, Agha",Family Social,1960,Music: Hemant Kumar Lyrics:Rajendra Krishan,,
Eid Mubarak,Khwaja Ahmad Abbas,,Children Festival,1960,Short Film category,,
Ek Ke Baad Ek,Raj Rishi,"Dev Anand, Tarla Mehta, Sharda, Prabhu Dayal",Family Drama,1960,"Music by S. D. Burman, lyrics: Kaifi Azmi",,
Ek Phool Char Kaante,Bhappi Sonie,"Sunil Dutt, Waheeda Rehman, Johnny Walker, Gopi and Tun Tun.",Family Comedy Romance,1960,"Music: Shankar Jaikishan Lyrics: Shailendra, Hasrat Jaipuri",,
Gambler,Dwarka Khosla,"Prem Nath, Shakila, Pran, K. N. Singh",Action Thriller,1960,Music: Chitragupta Lyrics: Prem Dhawan,,
Ghar Ki Laaj,Om Prakash,"Sohrab Modi, Nirupa Roy, Kumkum, Madan Puri",Family Drama,1960,Rajendra Krishan-Ravi,,
Ghunghat,Ramanand Sagar,"Bharat Bhushan, Leela Chitnis, Pradeep Kumar, Bina Rai, Asha Parekh, Helen, Rajendra Nath, Rehman, Agha",Family Drama Social,1960,Music: Ravi Lyrics: Shakeel Badayuni,,
Girl Friend,Satyen Bose,"Waheeda Rehman, Kishore Kumar, Daisy Irani, Nazir Hussain, Bipin Gupta",Romance Family Social,1960,Music: Hemant Kumar Lyrics: Sahir Ludhianvi,,
Hanuman Pathal Vijayam,,,,1960,,,
Honeymoon,Lekhraj Bhakri,"Manoj Kumar, Sayeeda Khan, Vijaya Choudhury",Family Drama,1960,Music: Salil Chowdhury Lyrics: Shailendra,,
Hum Hindustani,Ram Mukherjee,"Sunil Dutt, Joy Mukherjee, Asha Parekh, Prem Chopra, Helen, Leela Chitnis, Sanjeev Kumar",Family Social Drama,1960,"Popular song: Chhodo Kal Ki Baaten, Kal Ki Baat Puraani Music: Usha Khanna Lyrics: Prem Dhawan",,
Jaali Note,Shakti Samanta,"Dev Anand, Madhubala, Om Prakash, Madan Puri, Helen",Crime Social Romance,1960,Music: O P Nayyar Lyrics: Raja Mehdi Ali Khan,,
Jis Desh Men Ganga Behti Hai,Radhu Karmakar,"Raj Kapoor, Padmini, Pran, Lalita Pawar",Social,1960,Music: Shankar Jaikishan Lyrics: Shailendra,,
Jo Huwa So Bhool Ja,Y. Pethkar,"Nanda, Shashikala, Raja Gosavi, Vivek, Nalini Chonkar",Social,1960,Music: B N Bali Lyrics: Hari Malik,,
Kala Aadmi,Ved Madan,"Ashok Kumar, Shyama, Johnny Walker, Mehmood, Minu Mumtaz",Thriller Drama,1960,Music: Dattaram Wadkar Lyrics: Hasrat Jaipuri,,
Kala Bazar,Vijay Anand,"Dev Anand, Waheeda Rehman, Nanda, Vijay Anand, Chetan Anand, Madan Puri, Leela Chitnis",Romance Drama,1960,Music: S. D. Burman Lyrics: Shailendra,,
Kalpana,Rakhan,"Ashok Kumar, Padmini, Ragini, Iftekhar, Achala Sachdev",Drama Romance,1960,"Music: O.P Nayyar Lyrics: Raja Mehendi Ali Khan, Qamar Jalalabadi, Jan Nissar Akhtar, Hasrat Jaipuri",,
Kanoon,B. R. Chopra,"Rajendra Kumar, Nanda, Ashok Kumar, Mehmood, Shashikala, Jeevan, Om Prakash",Crime Courtroom Drama,1960,Music: Salil Choudhury There were no songs in the movie. B. R. Chopra won the Filmfare Award for Best Director (1962) for Kanoon,,
Kohinoor,S. U. Sunny,"Dilip Kumar, Meena Kumari, Jeevan, Mukri, Tun Tun, Leela Chitnis",Costume Drama,1960,Music: Naushad Lyrics: Shakeel Badayuni,,
Lady Of The Lake,A. M. Khan,"Nilima, Azad, Krishna Kumari",Costume Thriller Action,1960,"Music: Suresh Talwar Lyrics: Anjaan, Saba Afghani, Munshi Nayab",,
Lal Quila,Nanabhai Bhatt,"Jairaj, Nirupa Roy, Kumar, Helen, Kamal Kapoor",Historical Musical Romance,1960,"Music: S. N. Tripathi Lyrics: Bahadur Shah Zafar, Bharat Vyas",,
Love in Simla,R. K. Nayyar,"Joy Mukherjee, Sadhana, Shobhna Samarth, Durga Khote",Romance,1960,Music: Iqbal Qureshi Lyrics: Rajendra Krishan,,
Maa Baap,V. M .Vyas,"Rajendra Kumar, Kamini Kaushal, Pran",Family Social Drama,1960,Music: Chitragupta Lyrics: Rajendra Krishan,,
Manzil,Mandi Burman,"Dev Anand, Nutan, Krishan Dhawan, Achala Sachdev and K. N. Singh",Romance Musical,1960,Music: S.D. Burman Lyrics: Majrooh Sultanpuri,,
Masoom,Satyen Bose,"Ashok Kumar, Sarosh Irani, Honey Irani and Mohan Choti.",Family Children,1960,"Screenwriter Ruby Sen won the Filmfare Award for Best Story. Nominated for Filmfare Award for Best Movie Music: Robin Banerjee, Hemant Kumar for Nani Teri Morni Ko Lyrics: Shailendra",,
Maya Machhendra,Babubhai Mistri,"Nirupa Roy, Manhar Desai, Raj Kumar",Mythology Costume,1960,"Music: Ramlal-Heerapanna Lyrics: Pt. Madhur, Deepak, Keshav",,
Mehlon Ke Khwab,Muhafiz Haider,"Madhubala, Chanchal, Kishore Kumar, Pradeep Kumar, Om Prakash, Pran, K.N. Singh",Comedy Suspense Romance,1960,Music: S. Mohinder Lyrics: Anand Bakshi,,
Mera Ghar Mere Bachche,Sohrab Modi,"Subiraj, Sohrab Modi, Soodesh Kumar, Naaz, Daisy Irani, Nana Palsikar, Sulochana",Family Drama,1960,Music: Sardar Malik Lyrics: Hasrat Jaipuri,,
Miss Goodnight,Jugal Kishore,"Nishi, Jairaj, Veena, Tiwari",Action Romance,1960,Music: Hansraj Behl Lyrics: Prem Dhawan,,
Mitti Mein Sona,Jugal Kishore,"Mala Sinha, Pradeep Kumar, Agha, Sabita Chatterjee",Social Romance,1960,"Music: O. P. Nayyar Lyrics: Raja Mehdi Ali Khan, Qamar Jalalabadi, S. H. Bihari",,
Miyan Biwi Razi,Jyoti Swaroop,"Mehmood, Kamini Kadam, Shreekant Gaurab, Seema, Sabita Chatterjee, David, Manorama",Family Social,1960,Music: S. D. Burman Lyrics: Shailendra,,
Mohabbat Ki Jeet,B. S. Ranga,"Ranjan, Raja Sulochana, Sowcar Janaki, Cuckoo",Romance Action Costume,1960,Music: Mohammed Shafi Lyrics: Shri Ram Saaz,,
Mud Mud Ke Na Dekh,Ramayan Tiwari,"Bharat Bhushan, Anita Guha, Mehmood, Jeevan, Prem Chopra, Helen",Romance Social,1960,Music: Hansraj Behl Lyrics: Prem Dhawan,,
Mughal-e-Azam,K. Asif,"Prithviraj Kapoor, Dilip Kumar, Madhubala, Durga Khote, Ajit, Jalal Agha",Historical Costume Romance,1960,"Music: Naushad Lyrics: Shakeel Badayuni. It won the National Film Award for Best Feature Film in Hindi. The film also won three Filmfare Awards: Best Film, Best Cinematography, and Best Dialogue",,
Nache Nagin Baje Been,Tara Harish,"Chandrashekhar, Kumkum, K. N. Singh, Sunder, Helen, Agha",Costume Drama,1960,Music: Chitragupta Lyrics: Majrooh Sultanpuri,,
Nai Maa,P. L. Santoshi,"Balraj Sahni, Shyama, Daisy Irani, Maruti, Sheela Kashmiri",Family Drama,1960,Music: Ravi Lyrics: Sarvar,,
Nakhrewali,N. Buli,"Daljeet, Radhika, Bhagwan",Romance Social,1960,"Music: Chitragupta, Nirmal Kumar",,
Parakh,Bimal Roy,"Sadhana, Motilal, Durga Khote, Leela Chitnis, Nishi",Social Satire Drama,1960,Music: Salil Choudhury Lyrics: Shailendra. Bimal Roy won the Filmfare Best Director Award; Motilal the Filmfare Best Supporting Actor Award and George D'Cruz the Filmfare Best Sound Award,,
Patang,"Suraj Prakash, Hargovind Duggal","Mala Sinha, Rajendra Kumar, Achala Sachdev, Leela Mishra",Family Drama Crime,1960,Music: Chitragupta Lyrics: Rajendra Krishan,,
Pedro,Akkoo,"Azad, Chitra, V M Vyas, Tiwari, Pedro:monkey",Action,1960,Music: Bulo C. Rani Lyrics: Khawar Zamaa,,
Phool Aur Kaliyan,Ram Gabale,"Hemant, Nitin, Dattaram, Ramesh",Children Social,1960,Won the Gold Medal for best children's film at the National Awards. Music: Shivram Krishna Lyrics: Bharat Vyas,,
Police Detective,Nanubhai Bhatt,"Shyama, Soodesh Kumar, Jayshree Gadkar, Anwar, Shammi, David",Social Action,1960,Music: Chitragupta Lyrics: Majrooh Sultanpuri,,
Qatil,Mohammed Hussain,"Prem Nath, Chitra, Shyam Kumar, Kamal Mehra",Action,1960,"Music: Nashad (Shaukat Ali Dehlavi) Lyrics: Khumar Barabankvi, Faruk Kaiser",,
Rangeela Raja,Ismail,"Mahipal, Shashikala, Kumkum, Bhagwan",,1960,Music: Pandit Shivram Lyrics: Asad Bhopali,,
Return of Mr. Superman,Manmohan Sabir,"Jairaj, Sheila Ramani, Shammi, Majnu, Helen, David",Action,1960,"Music: Anil Biswas Lyrics: Manmohan Sabir, Pyarelal Santoshi, Kaif Irfani",,
Road No. 303,Dharam Kumar,"Mehmood, Shubha Khote, Bhagwan, K. N. Singh",Action,1960,Music: C. Arjun Lyrics: Jan Nisar Akhtar,,
Saranga,Dhirubhai Desai,"Soodesh Kumar, Jayshree Gadkar, Nilofar, Jankidas. B. M. Vyas",Drama,1960,Music: Sardar Malik Lyrics: Bharat Vyas,,
Sarhad,Shanker Mukerji,"Dev Anand, Suchitra Sen, Ragini, Anwar Hussein, Lalita Pawar, Dhumal",Social Romance Drama,1960,Music: C. Ramchandra Lyrics: Majrooh Sultanpuri,,
Shan-e-Hind,Mohan Sinha,"Nigar Sultana, Daljeet, Kumkum",Action Costume,1960,Music: Sudipto Bannerjee Lyrics: Pratap,,
Shriman Satyawadi,S. M. Abbas,"Raj Kapoor, Shakila, Mehmood, Nasir Hussain",Social Drama,1960,"Music: Dattaram Lyrics: Hasrat Jaipuri, Gulzar, Gulshan Bawra",,
Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Helen",Thriller Romance,1960,"Music: Shankar Jaikishan Lyrics: Shailendra, Hasrat Jaipuri",,
Superman,"Mohammed Hussain, Anant Thakur","Jairaj, Nirupa Roy, Helen, Neeta",Action,1960,Music: Sardar Malik Lyrics: Prem Dhawan,,
Teer Aur Talwar,Mohamed Hussain,"Kamran, Kamal Mehra, Rajan Kapoor",Action Drama,1960,Music: Nisar Lyrics: Faruk Kaiser,,
Trunk Call,Balraj Mehta,"Shyama, Abhi Bhattacharya, Pran, Helen, Shammi",Action Drama,1960,Music: Ravi Lyrics: Qamar Jalalabadi,,
Tu Nahin Aur Sahi,Brij,"Pradeep Kumar, Kumkum, Nishi, Ratan Kumar, Minoo Mumtaz",Social Romance,1960,Music: Ravi Lyrics: Majrooh Sultanpuri,,
Usne Kaha Tha,Moni Bhattacharjee,"Sunil Dutt, Nanda, Indrani Mukherjee, Rajendra Nath, Durga Khote",Romance Drama War,1960,Music: Salil Chowdhury Lyrics: Shailendra,,
Veer Durgadas,Ramchandra Thakur,"Jairaj, Nirupa Roy, B. M. Vyas, Manhar Desai",Historical Social Drama,1960,Music: S. N. Tripathi Lyrics: Bharat Vyas,,
Veer Purush,Phani Mazumdar,,Children Social,1960,Based on a poem by Rabindranath Tagore,,
Zalim Tera Jawab Nahin,Ramanlal Desai,"Chitra, Azad, Agha, Saroj Khan",Action,1960,"Music: S. D. Batish Lyrics: Shadab, Farid Tonki, Aziz Siddiqui",,
Zameen Ke Tare,Chandulal J. Shah,"Daisy Irani, Honey Irani, Motilal, Achala Sachdev, Anwar, Kumud Tripathi, Agha, Charlie, Bhagwan",Social Children Drama,1960,Music: S. Mohinder Lyrics: Pandit Madhur,,
Zimbo Comes To Town (Zimbo Shaher Mein),Nanubhai Bhatt,"Azad, Chitra, Shammi, Bhagwan, Nilofar",Action,1960,Music: Chitragupta Lyrics: Prem Dhawan,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
,,,,1961,,,
Aas Ka Panchhi,J. Om Prakash,"Rajendra Kumar, Vyjayantimala",Family Drama,1961,Music by Shankar-Jaikishan,,
Amar Rahe Yeh Pyar,Prabhu Dayal,"Nalini Jaywant, Rajendra Kumar, Nanda, Prabhu Dayal",Drama Family,1961,Music by C. RamchandraLyrics: Kavi Pradeep,,
Amrit Manthan,S. N. Tripathi,"Usha Kiran, Manhar Desai, Sulochana Chatterjee, Ulhas, Ratnamala, Sunder, Yashodhra Katju, Dalpat, Jeevankala, Amirbai Karnataki",Mythology,1961,Music: S. N. TripathiLyrics: B. D. Mishra,,
Aplam Chaplam,Roop K. Shorey,"I. S. Johar, Kumkum, Tiwari",Comedy,1961,Music by Chitragupta,,
Apsara,B.M. Vyas,"Pradeep Kumar, Padmini, Nirupa Roy",Drama,1961,Husnlal Bhagatram,,
Arab Ka Sitara,R.K. Rehman,"Shyam Kumar, Sheela Kashmiri, Kamran",Action,1961,Music by Saadat Khan,,
Bada Aadmi,Kaushal Raj,"Sheikh Mukhtar, Subiraj, Vijaya Choudhry",Action,1961,Chitragupta,,
Batwara,Karunesh Thakur,"Balraj Sahni, Pradeep Kumar, Jabeen, Shashikala",Family Drama,1961,Music by S Madan,,
Bhabhi Ki Chudiyan,Sadashiv Rao Kavi,"Meena Kumari, Balraj Sahni",Family Drama,1961,Sudhir Phadke,,
Boy Friend,Naresh Saigal,"Shammi Kapoor, Dharmendra, Madhubala",Romance,1961,Shankar-Jaikishan,,
Char Diwari,Krishan Chopra,"Shashi Kapoor, Nanda, Manmohan Krishna",Romance Family,1961,Music by Salil Chowdhary,,
Chhatrapati Shivaji Maharaj,Ram Narayan Gabale,,,1961,,,
Chhaya,Hrishikesh Mukherjee,"Sunil Dutt, Asha Parekh",,1961,Music by Salil Chowdhary,,
Chhote Nawab,S.A. Akbar,"Mehmood, Ameeta, Minoo Mumtaz, Johnny Walker, R.D. Burman",Comedy Romance,1961,Music by Rahul Dev Burman,,
Dark Street,Naresh Saigal,"Ashok Kumar, K.N. Singh, Amirbai Karnataki, Nishi",Action,1961,Music by Dattaram,,
Dharmputra,Yash Chopra,"Shashi Kapoor, Mala Sinha, Rehman, Nirupa Roy, Indrani Mukherjee",Social Family Drama,1961,National Film Award for Best Feature Film in Hindi Music by N.Dutta,,
Do Bhai,Vishram Bedekar,"Shakila, Helen, Abhi Bhattacharya, Om Prakash, Daisy Irani",Family,1961,Music by N.Dutta,,
Flat No. 9,Ramesh Sharma,"Ashok Kumar, Sayeeda Khan, Helen",,1961,Music by Usha Khanna,,
Gharana,S.S. Vasan,"Rajendra Kumar, Asha Parekh, Lalita Pawar",Family Drama,1961,Music by Ravi,,
Gunga Jumna,Nitin Bose,"Dilip Kumar, Vyjayantimala, Nazir Khan",Drama Action,1961,Music by Naushad,,
Hamari Yaad Aayegi,Kidar Sharma,"Tanuja, Ashok Sharma",Romance Drama,1961,Snehal Bhatkar,,
Hum Dono,Amarjeet,"Dev Anand, Nanda, Sadhna",Drama Family Romance War,1961,Entered into the 12th Berlin International Film Festival Music by Jaidev,,
Hum Matwaale Naujawaan,L.R. Asthana,"Shekhar, Sayeeda Khan, Jeevan, Agha",Drama Family,1961,Chitragupta,,
Jab Pyar Kisise Hota Hai,Nasir Hussain,"Dev Anand, Asha Parekh, Pran",Romance,1961,Music by Shankar-Jaikishan,,
Jadoo Nagri,Radhakant,"Ranjan, Vijaya Choudhary, Jeevan",Fantasy,1961,Music by S.N. Tripathi,,
Jai Bhawani,Dhirubhai Desai,"Jayshree Gadkar, Manhar Desai, Lata Sinha, Veena",Mythology,1961,Music by S. Mohinder,,
Jai Chittor,Jaswant Jhaveri,"Nirupa Roy, Jairaj, Bipin Gupta",Drama History,1961,Music by S.N. Tripathi,,
Jhumroo,Shanker Mukherjee,"Kishore Kumar, Madhubala, Anoop Kumar, Chanchal",Romance Drama,1961,Music by Kishore Kumar,,
Junglee,Subodh Mukherjee,"Shammi Kapoor, Saira Banu, Anoop Kumar, Lalita Pawar, Azra",Romance,1961,"Intro: Saira Banu, Music by Shankar- Jaikishan",,
Kabuliwala,Hemen Gupta,"Balraj Sahni, Usha Kiran, Sonu, Baby Farida",Drama,1961,"A Bimal Roy Productions, Music by Salil Choudhary",,
